geneName,Pears_PGRMC1,pValue
GOLGB1,0.5646276377826137,2.7011684271582366e-08
UBR4,0.5936201563054346,3.326902065426057e-09
HUWE1,0.5191761240808783,4.936374099312792e-07
EIF3A,0.5477002319546728,8.383585231968403e-08
PRPF8,0.5246109190370377,3.5653668328577253e-07
BAT2L2,0.5066077270202606,1.0255122394215755e-06
TOP2B,0.5181220709535955,5.254481328193011e-07
IGF2R,0.5588100303586437,4.015090947482889e-08
ASCC3,0.5546318190573712,5.312634806234768e-08
SF3B1,0.5259560212497727,3.286624470939298e-07
SMG1,0.5657083121386904,2.5073116456973755e-08
ITPR3,0.6125420394381034,7.554239291105924e-10
RRBP1,0.5141554107112634,6.634088364210731e-07
BAZ1B,0.5904624459784229,4.221524790131414e-09
SMARCA4,0.5356480119566025,1.808993989350844e-07
CUL4B,0.5748580994836281,1.320270515886382e-08
EPS15L1,-0.5688778791709961,2.0122216135737476e-08
GLG1,0.6766223587184508,2.2024098066468243e-12
CANX,0.5429513670588978,1.1391978959848282e-07
TCOF1,0.514060844040286,6.670824503198675e-07
ATP2A2,0.7586493994642194,9.762413041721325e-17
ATP2A3,0.6061918666204599,1.2559733686245575e-09
ATP2A1,0.6984274715759723,2.133889914926484e-13
CKAP4,0.5525618041216896,6.094620628949004e-08
TOP1,0.584693779363949,6.480044782168213e-09
TOP1MT,0.5176130561504702,5.414951935297386e-07
EIF3C,0.5159757281358787,5.963149656175273e-07
EIF3CL,0.5061186413257612,1.0544896576170244e-06
MARK2,0.5190611926074352,4.970153508018359e-07
ATP1A1,0.6286116237328452,1.9813132531246755e-10
ATP1A2,0.6355838646087479,1.0819929093074005e-10
ATP1A4,0.6191817485719148,4.3855950587211327e-10
ATP4A,0.6211424041356568,3.72587875749718e-10
ESRP2,0.5132712432058056,6.985154725543393e-07
GOLGA5,0.5634678853413438,2.9250500427706604e-08
RPN1,0.6264240357956965,2.3880325878240403e-10
C10ORF118,0.5092958491555435,8.792079770565953e-07
SETX,0.5323017983367562,2.227835214079782e-07
ATP13A1,0.6871404951466674,7.326843257432339e-13
NFX1,0.5459891864554706,9.368044723093502e-08
NOP56,0.5135354527467985,6.878449753290681e-07
ACSL3,0.5260389906414715,3.2701249519812647e-07
ATP2B1,0.5451834506919535,9.868759989474739e-08
ATP2B2,0.5260133993569893,3.2752057192381094e-07
ATP2B3,0.5276660316864341,2.9619916055537885e-07
HBE1,-0.529449918988225,2.6558340677794507e-07
POR,0.601790932666635,1.7748711405839035e-09
ESYT2,0.5843847605644178,6.628959680213408e-09
SDCCAG1,0.5146861885568867,6.431421877670822e-07
CTAGE4,0.561362108686083,3.377425651892914e-08
CTAGE1,0.5602531389573651,3.6416754403331495e-08
CTAGE9,0.5802937454734766,8.935362608264797e-09
CNOT10,0.5377134238117255,1.5889873853611746e-07
MTDH,0.5362652626498159,1.7403885144499946e-07
TOR1AIP2,0.610658617056686,8.793990294832132e-10
ATL3,0.557038630515242,4.523339743354326e-08
ATL2,0.5726501586621069,1.544037436769271e-08
RPN2,0.6009143337708026,1.9002469141011437e-09
LEMD3,0.6153453945790304,6.013842199573171e-10
SEC63,0.5217382464384839,4.237402019881431e-07
DNAJB12,0.5224298316683493,4.0654427212467004e-07
NFXL1,0.6374555119579575,9.174105805280355e-11
PBXIP1,0.5851847714429838,6.2499823558280986e-09
CTCF,0.5073749139755919,9.815679521601018e-07
SLC25A31,0.5273861398853097,3.0129613467644034e-07
RPS4Y1,0.6108744233358647,8.642633835699084e-10
ABCC1,0.5650562409677867,2.6226353265395165e-08
COPS4,-0.5177427229945131,5.373639122550475e-07
TBL2,0.5868975823057375,5.506910628158668e-09
CWC22,0.5058102068993235,1.0731595014853917e-06
PAK4,0.5097168790275809,8.581623028630646e-07
STIM1,0.5514037081291713,6.578626999647112e-08
GALNT2,0.5290769224239026,2.7172576025184903e-07
LMAN1,0.5074210487689113,9.789828751925697e-07
GSK3B,0.6019088921554705,1.7586161177927593e-09
SACM1L,0.6291843002703779,1.8863435584113795e-10
SGPL1,0.5204707105562159,4.5705849272447e-07
RAB7A,0.65225205618468,2.390234011164505e-11
SEL1L,0.5205479870592837,4.5495822381318636e-07
RTN4,0.5484216933073366,7.998663868185061e-08
BCAP31,0.7140363835141725,3.5167298469905664e-14
GALNT3,0.5621991159970923,3.1901718149897726e-08
VAPA,0.6112123506710457,8.410622684832207e-10
VAPB,0.5066567773496132,1.0226479568882634e-06
LEMD2,0.6375648471974119,9.085786251068138e-11
RAB3D,0.5342570634326671,1.9731141973432047e-07
RAB6A,0.5533520545030128,5.78398878400464e-08
RAB8B,0.5477172416028474,8.374310932014988e-08
RAB35,0.5797927132464669,9.265529798980704e-09
RAB4A,0.5218133170842781,4.218408261973386e-07
RAB30,0.5344707718184373,1.9470118767973963e-07
RAB6C,0.6174792778288314,5.047878695794698e-10
RAB33B,0.5285966521214147,2.7983303422608027e-07
RAB15,0.5372158175580194,1.6395432543381343e-07
RAB37,0.502195441252009,1.3165501419490946e-06
RAB14,0.5086888618488586,9.104086754399261e-07
RAB10,0.6106313589429467,8.813287262517811e-10
RAB1A,0.5920757887886566,3.7390742135862076e-09
RAB8A,0.5392020133206497,1.4464309891906782e-07
RAB12,0.5572769918088596,4.4515510954652284e-08
RAB1B,0.5126575621183417,7.239068449209729e-07
RAB6B,0.5252460528482215,3.4310704219670087e-07
ATP9A,0.5370004151514267,1.661897644925509e-07
ATP9B,0.5155771873479424,6.104314020883666e-07
ERMP1,0.5789379866514861,9.855786873606758e-09
TMEM57,0.512329424609996,7.378391789505355e-07
CCDC47,0.5776933664468911,1.0779775929107823e-08
PVRL4,0.5629198870248945,3.036879120685377e-08
HMOX2,0.5951611722061977,2.959094278571782e-09
TMEM214,0.6156337663778025,5.873661378160052e-10
SPINT1,0.516073303680622,5.929061589328359e-07
SPTLC1,0.7156602210692485,2.895269975349999e-14
TM9SF2,0.6643186513484556,7.545982142911947e-12
SLC25A3,0.5944490256571417,3.1239619217567367e-09
BAT5,0.5466338582390063,8.98489365361628e-08
LSR,0.5356424331678056,1.8096255922994212e-07
GOLIM4,0.5384195107018936,1.5197824199261085e-07
UBXN4,0.6426392193659073,5.774670537249395e-11
ADAM15,0.532945686731551,2.1406959428957885e-07
RAB2B,0.5250755129931387,3.466652146457038e-07
STT3B,0.6788460458318305,1.75181736988535e-12
PIGT,0.5426411826546882,1.1620535011774434e-07
SMPD4,0.621928110487785,3.489140885307324e-10
DDRGK1,0.5106262953624858,8.143170848735252e-07
NSDHL,0.6370383094898945,9.518741311925048e-11
TM9SF3,0.6340683173856096,1.2356520433961233e-10
EMD,0.6127053847824829,7.454982173763689e-10
RPS5,0.5462898721103668,9.187445059361364e-08
NCLN,0.574073542199967,1.3959867379835303e-08
PREB,0.5043762123833276,1.164133809145178e-06
CLCC1,0.5821843974845103,7.787697983888378e-09
SLC25A1,0.5707877145639886,1.760454700379745e-08
TMEM63A,0.5376060814655612,1.5997664462838313e-07
MLEC,0.5898233154574815,4.4286241225868586e-09
PSMA5,-0.5428607556795387,1.1458299930838557e-07
STX5,0.6391230578902227,7.912362653722742e-11
ZMPSTE24,0.5705515079013511,1.78988259659568e-08
SRPRB,0.6275384677813494,2.1717555181905867e-10
POLR2C,-0.5475286244518517,8.477699449309168e-08
HSD17B12,0.691145271868955,4.760071917607791e-13
IMPAD1,0.5499355723376279,7.244837626527352e-08
ATP6V0A2,0.5259247950380492,3.2928545960131504e-07
ANO10,0.6825353316693749,1.1929860352549782e-12
ZNF362,0.5102987868014248,8.298573300263298e-07
SEC62,0.6822541187750756,1.2286810682468874e-12
RAB5A,0.5282827120455243,2.8525584013644843e-07
C16ORF58,0.6438979485633767,5.153870017168424e-11
RDH11,0.5541111816334533,5.499807952130115e-08
C8ORF55,0.5989958490206629,2.2048270370391957e-09
MTX1,0.5229454744090466,3.9415520058466596e-07
RAB11A,0.5094823928998814,8.698239118702333e-07
TM9SF4,0.5933032438415917,3.4077730742945993e-09
TMED2,0.5332398819180288,2.101966222562246e-07
ELMOD2,0.6038428250373216,1.5115697961495139e-09
TMEM209,0.6037417537958316,1.5236139704104722e-09
EIF1,-0.6133935545855508,7.050349681305143e-10
EIF1B,-0.59752767276237,2.46886674007754e-09
MTCH2,0.5122099585706862,7.42974204272779e-07
SEC61A1,0.6421920465854278,6.012013502427977e-11
CLCN7,0.5046138361408652,1.1485717727556199e-06
F11R,0.5412626516232006,1.268999153971308e-07
TECR,0.676091124833648,2.325515854782533e-12
RTN3,0.6838877030573903,1.0348128793873988e-12
AUP1,0.5667797598888752,2.328233870567402e-08
CRELD1,0.5734988372720106,1.4540573353005377e-08
TRAPPC4,-0.5146925104281808,6.429043658333156e-07
COX4I1,0.5699257573294737,1.8701239255058842e-08
ALG5,0.5306773368796325,2.462864184654462e-07
CLPTM1,0.5501455264189155,7.145784379585484e-08
GGCX,0.5239311713918302,3.7146036873068437e-07
TMEM48,0.5186925087034695,5.079995120856648e-07
TMEM87A,0.6124838797589287,7.589884418592589e-10
TMEM30A,0.5547515006023658,5.2704727555514624e-08
ZFPL1,0.6128671980872727,7.357887085108333e-10
ERGIC3,0.5278433216366056,2.93012990457489e-07
AGPAT3,0.6500026791125619,2.946495028892909e-11
DUSP3,-0.5127844854955341,7.185848182249159e-07
RNASEH2C,-0.5198385483001791,4.7458764138111023e-07
ALG1,0.6431602083145788,5.5094816150489985e-11
REEP5,0.6333335037351944,1.3174827261786845e-10
BCAP29,0.6547494358174433,1.8908685008300676e-11
M6PR,0.5504269459652692,7.015031723636304e-08
TMEM63B,0.5438600536692118,1.0746731156528658e-07
TMX1,0.6377148248250982,8.965961725292661e-11
USE1,0.5787816099752441,9.967586851970179e-09
VAMP7,0.5309534061315716,2.421331026709545e-07
ARL6IP5,0.5842643802022144,6.687849506894497e-09
C13ORF1,0.5195144082696774,4.838205357629786e-07
TMEM87B,0.5165385389571803,5.769049983737887e-07
SLC39A11,0.5150218374008332,6.306297881900492e-07
MGST3,0.5092519075493962,8.814323309048718e-07
TMEM33,0.5743431533996544,1.3695120830086983e-08
SLC25A15,0.5312145247462747,2.3826586711273838e-07
SEC11A,0.5601861662306404,3.658248099166293e-08
LASS2,0.5116327340356188,7.682645625366348e-07
TMEM165,0.5300773909002814,2.555462616936913e-07
KDSR,0.5055103221279008,1.0916107239691424e-06
OXA1L,0.606886994233354,1.1886350099285678e-09
DHCR7,0.6249116028273649,2.714765974425465e-10
MBOAT7,0.6486591705756263,3.3359315913350796e-11
HSPB11,-0.5049405338274312,1.127496620951116e-06
TMX2,0.5605705420173364,3.564099543643085e-08
MAGT1,0.6461228208558449,4.209854292356868e-11
NDUFB6,0.5291430769798804,2.706266254545794e-07
SPINT2,0.6692848441974714,4.622635033200658e-12
TMEM120A,0.6328130948183267,1.3785525704000175e-10
LCLAT1,0.7158673352249164,2.8240715753517133e-14
C6ORF47,0.5105897873021737,8.160356720124448e-07
ALG9,0.5253732205255333,3.4047633331847303e-07
C9ORF5,0.5116948138707377,7.655060701209029e-07
RER1,0.5684453351467672,2.0738255258275316e-08
COX2,0.5138397522234409,6.757463456185008e-07
TMX4,0.5302498390199,2.528513731749037e-07
SYVN1,0.5717870956795574,1.6409694719710817e-08
CYB5B,0.6371108671249609,9.457925451921948e-11
SELS,0.6167687720703098,5.351701879473043e-10
GPR108,0.5321889329240632,2.2434518406336555e-07
ARL6IP1,0.5466581613727601,8.970744676592465e-08
MPZL1,0.5499346178252914,7.245290916221665e-08
C6ORF89,0.5327786205736786,2.1629897620872246e-07
RTN2,0.5291468916340109,2.705633749422203e-07
VAMP8,0.593291768505131,3.410736330798903e-09
TMED1,0.5057638118928621,1.0759946956160495e-06
SSR1,0.5587257084290919,4.0379997274026194e-08
SLC16A3,0.5314801322063095,2.3439225380586669e-07
C20ORF108,0.6018090160982529,1.772369926145956e-09
MMGT1,0.6208810395188413,3.807983428370668e-10
CD151,0.5246454876198897,3.557931171542147e-07
TMEM181,0.5143237579626323,6.569163657886352e-07
TRAM1,0.5304495617693878,2.497639166079083e-07
PTTG1IP,0.5393135458583213,1.4362536421682541e-07
SURF4,0.506516381941324,1.0308665149147948e-06
C13ORF37,-0.559630227503284,3.798614363489978e-08
SLC39A7,0.5703832121186798,1.81113502124056e-08
SRD5A3,0.5434065851010815,1.1064269618023507e-07
DERL1,0.5569333499222849,4.555397033882517e-08
RDH12,0.5350878463930486,1.873467678462534e-07
TMEM205,0.5200385505183223,4.689741604888616e-07
LMBRD1,0.5017253773826077,1.351782565612526e-06
YIPF5,0.5344060407612211,1.9548833512571767e-07
TMEM41B,0.6310132301540922,1.6113823508447607e-10
BET1,0.592191098360147,3.7066878338019415e-09
SEC61B,0.6464331473399847,4.0921745545885094e-11
ELOVL1,0.5738333632164196,1.4199814003090428e-08
JAGN1,0.5690441577420238,1.9890068495498382e-08
VKORC1,0.6240069091245521,2.9302369146465504e-10
SLC35A2,0.5176717677327288,5.396208911324214e-07
DPM3,0.5763885983489847,1.183681781129153e-08
CREB3L3,0.5449282412117942,1.0032585998491713e-07
SAMD7,0.518405023925262,5.1672345517524e-07
SCML4,0.5176861409244103,5.391629788162547e-07
